File,Slope_Channel_0,Slope_Channel_1,Slope_Channel_2,Slope_Channel_3,Slope_Channel_4,Slope_Channel_5,Slope_Channel_6,Slope_Channel_7,Slope_Channel_8,Slope_Channel_9,Slope_Channel_10,Slope_Channel_11,Slope_Channel_12,Slope_Channel_13,ITF_Channel_0,ITF_Channel_1,ITF_Channel_2,ITF_Channel_3,ITF_Channel_4,ITF_Channel_5,ITF_Channel_6,ITF_Channel_7,ITF_Channel_8,ITF_Channel_9,ITF_Channel_10,ITF_Channel_11,ITF_Channel_12,ITF_Channel_13,ITP_Channel_0,ITP_Channel_1,ITP_Channel_2,ITP_Channel_3,ITP_Channel_4,ITP_Channel_5,ITP_Channel_6,ITP_Channel_7,ITP_Channel_8,ITP_Channel_9,ITP_Channel_10,ITP_Channel_11,ITP_Channel_12,ITP_Channel_13,IAF_Channel_0,IAF_Channel_1,IAF_Channel_2,IAF_Channel_3,IAF_Channel_4,IAF_Channel_5,IAF_Channel_6,IAF_Channel_7,IAF_Channel_8,IAF_Channel_9,IAF_Channel_10,IAF_Channel_11,IAF_Channel_12,IAF_Channel_13,IAP_Channel_0,IAP_Channel_1,IAP_Channel_2,IAP_Channel_3,IAP_Channel_4,IAP_Channel_5,IAP_Channel_6,IAP_Channel_7,IAP_Channel_8,IAP_Channel_9,IAP_Channel_10,IAP_Channel_11,IAP_Channel_12,IAP_Channel_13,IBF_Channel_0,IBF_Channel_1,IBF_Channel_2,IBF_Channel_3,IBF_Channel_4,IBF_Channel_5,IBF_Channel_6,IBF_Channel_7,IBF_Channel_8,IBF_Channel_9,IBF_Channel_10,IBF_Channel_11,IBF_Channel_12,IBF_Channel_13,IBP_Channel_0,IBP_Channel_1,IBP_Channel_2,IBP_Channel_3,IBP_Channel_4,IBP_Channel_5,IBP_Channel_6,IBP_Channel_7,IBP_Channel_8,IBP_Channel_9,IBP_Channel_10,IBP_Channel_11,IBP_Channel_12,IBP_Channel_13,Mean_PSD_Channel_Alpha_0,Mean_PSD_Channel_Alpha_1,Mean_PSD_Channel_Alpha_2,Mean_PSD_Channel_Alpha_3,Mean_PSD_Channel_Alpha_4,Mean_PSD_Channel_Alpha_5,Mean_PSD_Channel_Alpha_6,Mean_PSD_Channel_Alpha_7,Mean_PSD_Channel_Alpha_8,Mean_PSD_Channel_Alpha_9,Mean_PSD_Channel_Alpha_10,Mean_PSD_Channel_Alpha_11,Mean_PSD_Channel_Alpha_12,Mean_PSD_Channel_Alpha_13,Mean_PSD_Channel_Beta_0,Mean_PSD_Channel_Beta_1,Mean_PSD_Channel_Beta_2,Mean_PSD_Channel_Beta_3,Mean_PSD_Channel_Beta_4,Mean_PSD_Channel_Beta_5,Mean_PSD_Channel_Beta_6,Mean_PSD_Channel_Beta_7,Mean_PSD_Channel_Beta_8,Mean_PSD_Channel_Beta_9,Mean_PSD_Channel_Beta_10,Mean_PSD_Channel_Beta_11,Mean_PSD_Channel_Beta_12,Mean_PSD_Channel_Beta_13
m_med_14.txt,0.49823744116601987,-0.2450301432087908,0.8002707591077207,0.5743109456863884,-0.8656820924627697,-0.8884963109406074,-0.6173226639949387,0.19306245457818696,-0.17793361867723725,0.027705287613109853,-0.22130983765236106,-0.7425117166123061,-0.12176508677438619,0.6830144149136138,5.435997807017544,5.668360745614035,6.071858552631579,6.3233936403508775,5.857757675438597,5.871030701754386,5.743503289473685,6.102593201754386,5.909150219298246,5.600921052631579,5.9389967105263155,5.870707236842105,6.043305921052632,5.200975877192983,1546.9751484637973,2298.723560745338,1852.588389433922,1103.0343055210105,1465.895350553832,3202.035003643064,1055.0638775526177,2279.647672975237,1278.9076334222498,981.1259251991199,1681.7930003887627,2154.594426503665,2678.713864611551,2871.0416593044256,9.557379385964913,10.423536184210526,11.10406798245614,11.604506578947369,10.744621710526316,10.447412280701755,10.650180921052632,11.286233552631579,10.734945175438597,10.389671052631579,10.83703947368421,10.709320175438597,11.116370614035088,9.446814692982457,902.8483061056261,1268.6367336174358,1871.3429409844616,996.8091142827928,707.8550051071215,1080.5904955315896,1164.1660513399943,3299.6545322969996,1277.9234031378326,490.78698833474726,889.3889552405458,1395.2907462470775,1335.251232887202,970.1755666820992,19.164490131578948,16.915581140350877,15.863086622807018,14.569435307017544,16.968854166666667,19.653843201754388,15.806929824561404,17.015010964912282,17.732160087719297,17.00935855263158,18.412258771929825,18.70159539473684,15.868273026315789,19.215115131578948,882.2598370619513,470.17346104475064,2030.6840112998987,958.5738584743942,393.7787909038916,745.0749891302381,783.6917125715327,2800.6962418187277,1082.898179731922,408.3118200360148,849.7774935010927,1539.0401819536412,1116.9509343206655,243.2063556049117,23.338371955756365,36.247305592609386,85.72880418072265,129.68107885155004,48.97394795552577,59.148782577484845,32.046781976100505,158.77583429920767,52.4338502202887,23.76530741083023,60.01951360962671,101.1039658092466,149.73649410385812,27.08371919900856,11.377222868853693,15.674744024047646,33.67926247154171,48.93385216201033,23.561201578194645,47.464279550998754,12.30026037540214,88.0326874207808,30.0518847379195,10.763191533613282,39.94600666902648,75.56206869349329,48.57256237270388,12.789160896254891
m_med_20.txt,1.213726691564175,0.9098336338633605,0.855387060226112,0.3773717929091662,0.3700568314757165,1.2561952587767782,-0.5938053146175425,-0.34869638062289693,1.476418521609698,0.48533170601515496,-0.21210048674137175,0.08251015323854285,0.19301928497549714,0.10957345716585927,5.8696423611111115,5.927756944444444,6.617697916666667,6.300982638888889,5.87809375,5.371076388888889,5.741885416666666,6.167861111111111,5.582954861111111,5.594777777777778,5.3574166666666665,5.067829861111111,5.086611111111111,4.71915625,7061.8747391126435,2537.234708821018,2354.004370888974,2814.2883981379737,4228.047086411746,3639.289309369377,5132.708415070734,7500.1018588865545,3414.641750390472,2700.143730656986,3316.446453835953,9808.089737209535,8053.832113297131,10341.92625606624,11.098614583333333,10.928,11.966600694444445,12.119545138888888,11.612690972222222,9.909524305555555,11.577913194444445,12.037197916666667,11.175090277777779,11.292302083333333,10.845864583333332,10.064791666666666,10.557756944444444,8.812434027777778,2126.7984552981306,2069.3855546128952,2804.9060282255114,1173.3181840662376,1377.3550839357788,2578.725612313869,1976.6510417718296,2702.8365041616294,1745.2161749003694,1417.3072085542703,1673.3148094215796,4364.69097161069,3854.7244170275776,2802.9311115868463,15.294618055555556,16.019520833333335,13.927715277777779,13.251059027777778,13.582631944444444,17.79182638888889,13.36104861111111,13.271524305555555,13.455569444444444,13.429708333333334,13.7674375,15.53646875,13.608322916666667,18.16710763888889,1870.6482981370812,1868.4610520026802,2488.718330426807,1054.081525872776,1087.0820179636894,2533.2156934882514,1936.4165508632734,1822.4883856870551,1637.8726335757228,1302.278136999416,1569.044677434371,4041.90769828088,2026.9827744872114,627.5888920068448,141.57355440507115,172.43541745564107,421.6584535094368,193.45559584608634,114.26069282607328,68.32456080881313,77.5389280124202,396.58751096666623,106.7939689665165,80.1371080680762,70.10759937351243,141.99709569592144,183.59088000994754,78.00486610707912,58.59625805203508,77.59179843489665,114.89115683408772,48.078013695166476,31.70659860654972,37.839857503657576,19.494826700914995,99.31259086592155,26.61205946950615,19.975446772806027,18.42174464102958,48.13649673557472,43.5104646833902,24.58438069781694
m_med_24.txt,-0.6113673049841163,-0.5458695349210794,0.13665916197595127,-0.016736592857618818,-0.26469911845271965,-0.1566153016818432,-0.22670593299875327,-0.8822793588917094,-0.6215918356626927,0.3781269058803082,-0.7380002623289843,-1.2826687844955997,-0.2965966874050648,-0.5384958264203435,7.292913486005089,7.056043256997455,6.557684478371502,5.988575063613231,6.371793893129771,5.928791348600509,6.818944020356234,6.605470737913486,7.058295165394402,6.721666666666667,6.735648854961832,6.804770992366413,6.673244274809161,6.822798982188295,1493.4059044615155,1670.3757752280426,1497.8322264888966,1537.3190002858382,1136.0132591846723,2280.433886516019,773.5269422156391,4363.572285400641,1927.0641741989396,1324.5738007425725,3146.1571722371086,9357.186115326636,4580.460580285531,6480.11250501051,12.417391857506361,12.313015267175572,11.73966921119593,11.621068702290076,11.647671755725192,10.880101781170483,12.247226463104326,12.192264631043257,12.172709923664122,11.95679389312977,12.243842239185751,12.056628498727735,12.088002544529262,12.216017811704834,1335.7306849446672,4547.579485226368,1389.3566951122173,530.2548364811698,2570.306244325753,7568.197878887321,1625.2094792531088,12597.456347000945,5096.203511669978,2786.8934207257407,5876.208936439272,14094.64655889056,9352.61171244842,8627.388446706393,13.135165394402035,13.30555979643766,14.246284987277354,13.529173027989822,14.931094147582698,16.728193384223918,13.216284987277353,13.27529262086514,13.442277353689567,13.69466921119593,13.239173027989821,13.88117048346056,13.534567430025445,13.327493638676845,1239.0682422470932,4148.084906491764,1250.3416369781653,320.3046890714997,2304.6969994795163,7051.97582423932,1409.9767605966324,11398.80173203164,4644.252744335719,2597.311723615,5396.726184544981,13875.238252806326,8658.486564103441,8024.553496220349,405.5576101722066,397.96876466609365,202.83592889315761,57.70003786161091,221.288510100318,182.67962295669741,107.07283180054753,375.2538453488766,377.71284344079027,174.01512354390573,217.15066167983764,577.3539201254464,470.08866163194887,488.9056361759958,102.35289562895045,110.77745986564395,56.81521061051426,15.853338660699201,68.41709584996921,110.40606367722178,27.23415923034522,98.41104850048222,97.72119700798874,47.18837808319012,59.94127640331708,183.21346045682373,125.61275635801377,141.46943045873448
m_rest_24.txt,0.1198598279533627,0.562212116584728,-0.352289700123474,-0.14418206676875212,0.9103022559365387,-0.12362893461846555,0.6502488396395742,0.9326005660689767,0.29624155157833426,0.32775183680789133,0.28680374207028,-0.608653482943844,0.1612027634684807,-0.42781496176289685,7.235343137254902,6.792581699346405,6.341503267973856,6.2304248366013075,6.237075163398693,6.041454248366013,6.803455882352941,6.561192810457516,7.214583333333334,6.839771241830065,6.577712418300654,6.765678104575163,6.540490196078431,6.69703431372549,1407.091983989294,2504.5642919071715,2426.01091505883,1475.195563870184,1710.6517053416696,3397.7072531582976,1517.6873323320888,2526.509588280908,1027.8905731595114,932.6687621135399,1769.6086672904235,3044.4566795173628,2929.9076263775773,3858.355569580033,12.43031862745098,12.258521241830065,11.553210784313725,12.008692810457516,11.705024509803922,11.548635620915032,12.291143790849674,12.271192810457517,12.363227124183007,12.248578431372549,12.28968954248366,12.32266339869281,12.169395424836601,12.091331699346405,1672.013747520878,7512.893608879247,2873.5753488170976,2667.648026364575,5601.874860339769,10666.696947465412,3893.1134698350343,915.8755549793536,2004.0203494277903,2355.9517617785937,1693.5752657242683,4828.540284828717,2980.7500106105967,3423.1634320644553,13.12825980392157,13.216674836601307,14.032287581699347,13.285253267973856,13.687450980392157,13.590089869281046,13.203946078431372,13.201838235294117,13.121813725490195,13.184803921568628,13.197941176470588,13.208513071895425,13.254264705882353,13.364501633986928,1534.5241583903637,6543.270453711983,2623.130886754161,2430.2918915878,5049.930061356423,9708.229278103508,3489.530330953131,719.6647166279015,1776.2669948255027,2035.9220039803258,1473.0611449561466,4331.286948080923,2812.858581235175,3104.7663968949005,547.9695884223019,425.1829630252627,244.0212954774885,160.56743243702292,197.61233995620267,265.31315287326424,137.8247936419018,212.96076607695562,546.0490997068786,268.24107567740936,244.84256119679873,448.92424515246853,326.9473882692195,487.924859950887,137.5181325785999,108.39093072538469,63.781467154261435,40.76661861245353,51.34936011994777,70.28162666911085,34.414504257429535,53.23325008392979,135.48202410316023,66.7611651770959,61.15496959272299,113.47705330205665,83.06164234475456,127.89736152077343
m_med_25.txt,-0.27579225742979696,-0.42462583810381765,-0.11615950775386655,0.33579350255252477,-0.08140078342152778,-0.6670916878976241,-0.2771724736499049,-0.20306366732376807,0.3372510593871099,0.2795434017580234,0.45924006618645286,-0.04684591762001669,-0.14782762952813375,-0.7130146311875276,6.718176429567643,6.833591352859135,6.16965829846583,7.382489539748954,6.447527894002789,6.102172245467225,6.35200139470014,6.297126917712692,7.094065550906555,6.700896094839609,7.270202231520223,7.529320083682008,6.7101464435146445,5.811771269177127,1415.4487402304285,1577.573984621287,1797.8709251863277,1731.075570409961,2028.1038914175383,1435.8669079057254,1041.849040218768,2273.5560601308557,983.4413928908589,1194.6676175517841,1481.2496343062971,3058.9344280183313,2405.637712323301,3602.233099118742,12.036164574616457,12.168451882845188,11.186942119944211,12.383406555090655,11.810177824267782,11.129086471408646,11.759846582984657,11.860589260808926,12.325798465829847,12.208455369595537,12.331820083682008,12.37889470013947,12.067726638772664,10.687405857740586,1657.8780178205282,1593.2765725620854,3422.343086192769,1344.9175241996597,815.1113679606632,2639.0027427016116,810.1738863574492,580.319301955603,858.934554463797,625.0697650978566,2574.333007377839,8055.960313053245,5036.540722011049,8900.587117535057,13.452377963737796,13.285111576011158,14.747130404463041,13.139832635983264,13.622534867503488,15.757350069735008,13.595122036262204,13.646467921896793,13.166785216178521,13.219295676429567,13.201942119944212,13.181467921896791,13.559825662482567,16.73926080892608,1475.9774835669,1685.8191076884314,2945.963685343189,1208.9390861351362,738.8035620034905,2532.947288118469,710.4128060082926,535.781829824199,815.1177127755425,404.1146770316138,2298.816238656624,7499.561469103126,4665.287941939538,7673.594660862402,186.32062946591626,268.3967186811903,107.22708590633987,364.83141715976365,103.48428580391789,72.13143926621763,65.29997322265044,67.79231499023821,208.82566704939336,112.82775141818954,394.3910104044851,1368.2285676269682,276.3262679735711,122.37372666935427,51.227469148745165,71.99695749174629,34.432050681315765,93.59729553873147,30.733223653898605,29.654917807279592,18.261721185406163,20.485064209204925,52.91889948236188,28.75133736249233,99.29377930320224,347.8777773757214,75.0358442907889,40.75372871616944
m_med_31.txt,0.11052345871427789,-0.018596976009008094,-0.06523445318516329,0.06504457389618655,-0.1982157604990847,0.1599398387340294,0.04611788502837086,0.6127941895087997,0.8751101494220676,0.6706885252095357,0.19951162756498353,-0.35926733288309753,1.1961446587168085,-0.35564846762881264,5.6750783475783475,5.670637464387465,5.503066239316239,5.831538461538462,5.77275641025641,5.490641025641025,5.693482905982906,5.676374643874644,5.616581196581197,5.538198005698006,5.650797720797721,5.695074786324787,5.668614672364672,5.673910256410257,5539.188340057722,4041.7348902584113,6034.942240609406,2929.7474791686827,1974.9312514211783,3803.5651534676163,1715.972653495597,2702.690930715831,1900.3123051755597,1638.2946592246365,1576.2603498378007,2547.6841298173053,3902.984868630395,2606.0963920079453,9.5456801994302,9.44207264957265,9.05920584045584,9.125719373219374,9.073148148148148,9.031289173789174,9.259412393162393,9.345334757834758,9.439896723646724,9.115331196581197,9.642674501424501,9.350530626780627,9.274526353276354,9.481499287749287,2399.8061541132,2752.756390771251,2674.5504909568876,1053.5390297814838,1115.9527375443156,2479.8628746522436,684.8998003212382,1716.3637442466616,719.0897721695782,707.9130532469644,645.9609155740218,1151.209543158467,1592.525182318479,1288.920668360923,15.179024216524217,15.061748575498575,17.20729700854701,15.749775641025641,15.772678062678063,16.753935185185185,15.360324074074073,17.13301282051282,15.696499287749289,15.46506054131054,15.123005698005699,17.649123931623933,17.305327635327636,17.10529202279202,1252.6433426898989,1197.4597815041022,977.6579482089898,605.9437411725459,577.458243582418,869.7656327538577,207.68943445756045,450.87585057809656,157.123742384369,146.69243097490173,171.80409553051138,469.60176068107216,431.31914273431164,521.4726285866557,51.28202832312846,63.07376438589203,35.17809416435292,38.348439760163735,44.40451340820884,49.825551120148496,23.148293017788948,42.138322878067505,26.86563821330936,21.460576365063485,28.909774698942517,30.793797122729448,36.0177425206379,45.47767318165588,9.168843310268306,9.55088185667871,7.761640593316885,5.426525282080013,5.790091604733607,8.659564669856923,3.640077176437272,11.47447538679074,5.155978355552398,2.9083884174321626,5.6617811013146655,9.356021099886545,9.188430546236962,12.921513720098922
m_med_7.txt,-0.6410027334449745,-0.5252646552535416,-0.43328767894626674,0.13395765236743395,-0.8065475944257318,-0.11721621001158294,1.794222895020755,0.40763153971381966,0.6307961913497715,-0.09098190149517309,0.09104108529915475,-0.12538888946262694,-0.317730582259723,0.15175743192849636,6.333111111111111,6.471291666666667,5.845986111111111,6.769090277777778,5.604722222222223,6.551923611111111,5.193048611111111,5.053888888888889,6.1774375,6.491805555555556,4.835118055555555,5.270145833333333,4.969104166666667,5.324104166666666,4010.9932949495696,4945.869654155687,6794.420519471509,5613.541766636444,4733.844307468872,3385.319041847285,3979.009812932246,7406.934898580119,5605.2471831254825,5090.117711701389,7258.447492947627,11686.985522109497,14119.655973627734,11428.494631480045,12.016305555555556,12.204125,10.447513888888889,12.29995138888889,11.340895833333333,12.179833333333333,9.808923611111112,10.479041666666667,12.020791666666666,12.1768125,8.776388888888889,10.756652777777777,10.041048611111112,10.707833333333333,3589.514341685079,1833.2612011454544,5419.855421546122,6127.137213167033,2814.9168202163887,6656.438361711747,3427.5860637215887,3023.9856198929565,3111.531571045319,2459.145961835225,2232.588535024728,5761.4216252141605,3742.1670917409747,5164.024053491199,13.325409722222222,13.214166666666667,16.03890277777778,13.164381944444445,13.357243055555555,13.210993055555555,15.240833333333333,13.5015,13.2343125,13.182840277777778,15.098791666666667,13.508083333333333,13.660833333333333,13.945229166666667,3221.8453900237355,1629.3857796448278,4795.641751137409,5685.533611940863,2641.285384845465,5803.502470620749,2924.535216658699,1694.694411116849,2519.7751992842755,1701.4919887180922,1113.5032966488827,3230.3578268112915,1068.1431127945234,1361.809860478511,485.22449022132486,519.5130617239384,660.7432410709521,1097.791283342639,171.8381772078981,546.4844732051771,127.06890221454712,156.48120940052556,606.0589580165141,641.21504108332,65.89716319243443,182.0287288627792,132.89532121626175,293.1349435020069,123.91159382674363,133.44485287121788,171.03768938191928,276.41197313115555,41.13688861087863,139.01833088774364,30.3385961079936,32.67405913730329,146.12372819046652,156.3209344663768,9.550280638061214,42.66220952782071,26.344559308568435,65.53170392311456
m_med_9.txt,-0.16959489876897182,-0.20331208514497803,0.18755231561838456,0.14361433771785126,-0.21713023863299039,-0.22592526974760976,-0.20213304986746886,0.49131856212237135,-0.28682648879940464,-0.733354782971275,-1.1685678892995388,0.33441503041870135,-0.3155993181675468,-0.7048097216270183,4.948740573152338,5.216568627450981,5.710637254901961,5.031934389140272,4.893668929110105,4.864174208144797,4.832141779788839,4.953782051282051,4.737481146304676,4.775241327300151,4.7226923076923075,4.850573152337859,5.0120814479638005,5.070052790346908,14227.484556519077,10078.98787493938,13322.665084589375,6927.189916789793,6083.167237462361,5878.920715034709,4511.646842986415,10349.71058871328,6072.87930756102,4935.126938658406,8162.568720098123,12890.479186128361,13308.5024547806,17800.646120348458,9.295414781297135,10.16395173453997,11.251519607843138,9.731191553544495,9.126772247360483,8.952179487179487,8.997307692307693,9.345746606334842,8.841595022624434,9.08065987933635,8.902673453996984,9.348005279034691,9.584343891402716,9.637428355957768,3061.351385406258,2012.5612798885177,3258.9365640555598,1954.3037347578493,1368.039454628194,2782.993191250016,1259.9641431035727,3772.8812622220003,1515.6917125976133,1480.6713121793443,1645.290624927157,4202.69538640637,3148.9956451158114,3735.7101727073727,16.252085218702867,14.399943438914027,13.863110859728506,14.561168929110105,16.241960784313726,16.485414781297134,15.838699095022625,16.83674585218703,16.28933257918552,14.584144042232278,16.2809012066365,16.864762443438913,16.47898190045249,16.806353695324283,903.1824027965696,633.9936299466426,1320.1610144128329,1394.2366998794676,624.889395396402,962.9017439261821,589.4853088833213,2664.101318357153,568.9417063526416,285.8544257292634,692.6898753598134,1636.0326117755083,1948.315953798998,1652.3418559794375,41.85910115031859,87.21857069281185,204.4486281663263,36.80743194513676,33.878080693090546,35.53572958134255,20.90282336346003,85.81916114365025,36.62226953411194,35.76267689415443,42.10168400825131,102.37870321573865,105.33626341118465,103.98651838281798,11.157066424956554,21.25058518133701,51.197524754745224,8.479513885160586,7.725658066205749,8.069726004503709,4.2744146018951605,29.520606414374274,7.847670480021514,6.347439719888628,9.953845789590032,33.401326160196135,34.36990763258289,37.18900697323469
m_rest_14.txt,-0.7419734802118254,-0.25571150538453435,0.6519819406009308,-0.6861941112354915,-0.03986498654224513,-0.6753588397541886,-0.2515583103795936,-0.5276525431619479,-0.6678555835468324,-0.7225919173903647,0.12885267597595013,0.6970955460368893,-0.5614573530026676,-0.48637554377267034,5.351276150627615,5.951513249651325,6.246806136680614,5.880878661087866,6.194728033472804,5.6827824267782425,6.136534170153417,5.502064156206416,6.030404463040446,6.037259414225941,6.173786610878661,5.902747559274756,5.169428172942817,5.704951185495118,2549.566959249397,2858.3482143049505,2666.658993971987,3398.1685270578964,2403.2647640966047,3211.503230639446,1315.4259972923307,7677.307618861893,2918.3614327076975,1576.5227724969416,1827.534295211156,5021.016724661109,5832.363347561697,4239.81573845611,9.569574616457462,11.394783821478383,11.333891213389121,10.90444909344491,11.65639470013947,10.421011157601116,11.596666666666666,10.164442119944212,11.379337517433752,11.563654114365411,11.656248256624826,11.165969316596932,9.42863319386332,11.090732217573223,999.5086253312707,927.9330388160556,3009.3008715473966,1187.48795136402,1441.5737394337273,1661.9397295182534,756.485973014564,3760.218717894113,1013.6070361374648,1236.5218546659796,1582.0435907864385,1697.4022923621612,1880.2783522804827,1521.0423829856873,17.310990237099023,13.519860529986053,17.788145048814506,15.68258019525802,13.494672245467225,16.767649930264994,13.530662482566248,18.981645746164574,14.798772663877266,13.641206415620642,14.328040446304044,16.34299860529986,16.378988842398883,13.598953974895398,911.5363706127906,483.8560000160785,2788.267062618876,568.3720687148905,561.6589890212824,570.0747098102548,572.1083656880969,3613.275663860889,805.4805131916567,1074.746726858167,1381.229528015888,1350.2709674117455,1313.2927813830654,348.3845342785671,30.575123160172044,88.03163718412898,180.93214611253708,67.93217838378897,98.59021733280613,51.91303758774484,76.44267885133199,101.68132593826888,87.62130719221078,69.3372156475977,102.51837938461641,102.57460961328,42.14863614501229,76.76094651354391,10.095393395684342,23.567371725267517,136.87839537040205,27.271146173825645,28.36905213459185,22.6130173226315,21.74236894733666,54.19410137992701,31.965509837285403,20.28639932659127,36.40068295188619,52.99176864277137,11.63124243395513,19.8684506665789
m_rest_20.txt,-0.6249216313961002,-0.4577807394614317,0.3983832054686742,1.025394795379462,0.0925809003084321,-0.09973984018260557,0.7681517428632684,-0.22247638319774116,-0.3521875006475504,-0.29994864868578547,1.4965550596166186,0.7111659779968504,-0.5787955028486258,0.09234289851054252,6.012187060478199,5.922102672292546,7.073924050632911,6.553347398030942,5.684711673699016,5.242728551336146,6.039022503516175,6.452517580872011,5.49451476793249,5.64134317862166,5.360407876230661,5.42879746835443,5.369423347398031,4.952074542897328,3824.149363174888,3818.971334618566,4530.899674586427,2689.130720048236,2541.514823843471,2684.744855735782,3392.4195125494966,7114.070133417756,3025.2924493915116,2326.342060472236,3443.3665776898174,8690.682872014455,7011.209915034147,9162.754459940146,11.22634317862166,11.078059071729959,12.294479606188467,12.14493670886076,11.13034458509142,9.909873417721519,11.903551336146274,12.18853023909986,11.204493670886077,11.548776371308017,10.793853727144866,10.939416315049227,11.156793248945148,9.565112517580872,3603.1434985083642,2552.514712843669,4460.275864535521,2722.633490550947,2164.6040624734733,1591.2180027047639,2451.454193177999,5476.528684299064,1034.125202079325,855.2605467812983,3449.2392901744934,6674.430306632398,6476.808652532253,6447.078857367919,15.45240506329114,15.81120253164557,13.373115330520394,13.361666666666666,14.446856540084388,17.68227848101266,13.332250351617441,13.22992264416315,13.395569620253164,13.344936708860759,13.721575246132208,13.99901547116737,13.43120253164557,16.3942194092827,3363.354268884787,2373.154881967719,4221.526177323573,2567.6685680872433,1924.7193853858719,1308.2562545749079,2254.0668718953775,5075.485132014095,734.4257958575563,717.4179168142673,3226.837047551452,6851.4945818145825,5828.767191428741,5416.927435546783,240.0817001013343,206.8670779736598,740.5139843754689,307.730096414726,118.7815675925374,48.86041760392965,112.33072963545497,653.0065028823694,88.52114750178029,99.69660141267823,91.89998398316966,326.9251670177557,356.4750595656306,186.26923295190088,90.63850378893912,86.92601575118077,191.21123675909556,77.6678374991706,34.78127196054916,22.931442342988966,28.445171709869854,163.00612343858734,21.362757442915246,24.54058543841353,23.846592598818393,94.59494398614754,87.14721669898076,50.096496525753466
